time,open,high,low,close,volume
2020-05-01 20:00:00,140.802,141.6,140.8,141.6,41105
2020-05-01 19:55:00,141.4,141.4,140.676,140.678,20120
2020-05-01 19:50:00,141.2,141.462,141.2,141.44,20115
2020-05-01 19:45:00,140.936,141.2,140.936,141.2,19585
2020-05-01 19:40:00,140.726,140.9,140.726,140.9,13190
2020-05-01 19:35:00,140.75,140.75,140.7,140.7,2515
2020-05-01 19:30:00,140.602,140.7,140.56,140.664,13595
2020-05-01 19:25:00,140.6,140.6,140.6,140.6,1315
2020-05-01 19:20:00,140.52,140.67,140.52,140.67,7165
2020-05-01 19:15:00,140.562,140.562,140.52,140.52,3010
2020-05-01 19:10:00,140.662,140.662,140.6,140.6,4360
2020-05-01 19:05:00,140.6,140.6,140.6,140.6,4030
2020-05-01 19:00:00,140.71,140.71,140.71,140.71,2585
2020-05-01 18:55:00,140.64,140.8,140.64,140.8,3555
2020-05-01 18:45:00,140.644,140.644,140.642,140.642,7780
2020-05-01 18:40:00,141.05,141.05,140.7,140.72,18480
2020-05-01 18:35:00,141.2,141.2,141.07,141.07,6450
2020-05-01 18:30:00,141.2,141.392,141.2,141.3,11170
2020-05-01 18:25:00,141.392,141.392,141.202,141.202,4300
2020-05-01 18:20:00,141.2,141.358,141.2,141.358,6195
2020-05-01 18:15:00,141.308,141.308,141.05,141.05,14285
2020-05-01 18:10:00,141.402,141.62,141.3,141.3,22105
2020-05-01 18:05:00,141.5,141.7,141.368,141.412,43200
2020-05-01 18:00:00,140.8,141.4,140.798,141.4,38425
2020-05-01 17:55:00,141.182,141.182,140.838,140.838,6670
2020-05-01 17:50:00,140.996,141.3,140.982,141.2,43655
2020-05-01 17:45:00,140.58,140.6,140.58,140.6,3445
2020-05-01 17:40:00,140.17,140.26,140.17,140.26,14895
2020-05-01 17:35:00,140.184,140.184,140.07602,140.17,10830
2020-05-01 17:30:00,140.198,140.198,140.022,140.022,5325
2020-05-01 17:25:00,140.002,140.2,140.0,140.088,19735
2020-05-01 17:20:00,139.804,139.87998,139.804,139.812,19115
2020-05-01 17:15:00,139.98,140.06,139.804,139.804,28570
2020-05-01 17:10:00,139.902,140.264,139.902,139.91,444160
2020-05-01 17:05:00,140.04002,140.1,139.902,139.91,23465
2020-05-01 17:00:00,140.1,140.3,140.002,140.11,14620
2020-05-01 16:55:00,140.01,140.01,140.0,140.0,10180
2020-05-01 16:50:00,140.2,140.2,139.972,140.198,24910
2020-05-01 16:45:00,140.296,140.3,140.202,140.202,25985
2020-05-01 16:40:00,140.207,140.3,140.2,140.26,101075
2020-05-01 16:35:00,139.86,140.3,139.82,140.248,42530
2020-05-01 16:30:00,140.24,140.24,139.80002,139.80002,51490
2020-05-01 16:25:00,140.222,140.56,140.222,140.3,38415
2020-05-01 16:20:00,140.424,140.424,140.212,140.21202,55650
2020-05-01 16:15:00,140.694,141.0,140.5,140.62,303395
2020-05-01 16:10:00,140.7,141.3,140.61,140.61,127825
2020-05-01 16:05:00,140.252,140.738,140.252,140.7,149690
2020-05-01 16:00:00,139.978,140.72,139.91254,140.262,2701555
2020-05-01 15:55:00,140.102,140.366,139.51004,139.978,2308185
2020-05-01 15:50:00,140.456,140.578,140.05204,140.158,1372390
2020-05-01 15:45:00,140.457,141.11598,140.33,140.48586,1185370
2020-05-01 15:40:00,140.804,140.87998,140.02202,140.5,1782345
